,UserId,Date,Revenue,Country,DOB,Gender,RegDate,days_since_reg
86,1629211,2017-04-13,40.0,GB,1986-03-29,F,2016-01-20,449 days
87,1629211,2017-04-14,42.0,GB,1986-03-29,F,2016-01-20,450 days
88,1629211,2017-04-15,21.0,GB,1986-03-29,F,2016-01-20,451 days
89,1629211,2017-04-17,42.0,GB,1986-03-29,F,2016-01-20,453 days
90,1629211,2017-04-18,70.0,GB,1986-03-29,F,2016-01-20,454 days
91,1629211,2017-04-20,41.0,GB,1986-03-29,F,2016-01-20,456 days
92,1629211,2017-04-21,70.0,GB,1986-03-29,F,2016-01-20,457 days
93,1629211,2017-04-22,109.0,GB,1986-03-29,F,2016-01-20,458 days
94,1629211,2017-04-23,145.0,GB,1986-03-29,F,2016-01-20,459 days
95,1629211,2017-04-24,25.0,GB,1986-03-29,F,2016-01-20,460 days
96,1629211,2017-05-20,20.0,GB,1986-03-29,F,2016-01-20,486 days
97,1629211,2017-07-11,24.0,GB,1986-03-29,F,2016-01-20,538 days
98,1632830,2016-12-18,20.0,GB,1991-08-25,M,2016-03-15,278 days
99,1694925,2017-03-01,20.0,GB,1984-07-30,F,2016-06-02,272 days
100,1694925,2017-04-05,20.0,GB,1984-07-30,F,2016-06-02,307 days
101,1694925,2017-04-07,20.0,GB,1984-07-30,F,2016-06-02,309 days
102,1694925,2017-04-12,20.0,GB,1984-07-30,F,2016-06-02,314 days
103,1694925,2017-04-21,20.0,GB,1984-07-30,F,2016-06-02,323 days
104,1694925,2017-04-26,20.0,GB,1984-07-30,F,2016-06-02,328 days
105,1694925,2017-05-08,20.0,GB,1984-07-30,F,2016-06-02,340 days
106,1708806,2017-04-25,20.0,GB,1984-01-21,M,2016-07-26,273 days
107,1708806,2017-04-27,20.0,GB,1984-01-21,M,2016-07-26,275 days
108,1708806,2017-04-28,20.0,GB,1984-01-21,M,2016-07-26,276 days
109,1708806,2017-04-29,20.0,GB,1984-01-21,M,2016-07-26,277 days
110,1728899,2016-11-15,11.68,Other,1977-01-06,M,2016-03-11,249 days
111,1728899,2016-12-24,18.05,Other,1977-01-06,M,2016-03-11,288 days
112,1728899,2017-01-03,12.4,Other,1977-01-06,M,2016-03-11,298 days
113,1729986,2017-02-21,80.0,GB,1975-04-16,F,2016-05-31,266 days
114,1729986,2017-06-03,40.0,GB,1975-04-16,F,2016-05-31,368 days
115,1734610,2016-09-27,150.0,GB,1997-05-23,M,2016-02-01,239 days
116,1734610,2016-09-29,55.0,GB,1997-05-23,M,2016-02-01,241 days
117,1738641,2017-02-19,20.0,GB,1984-07-23,M,2016-06-03,261 days
118,1738641,2017-04-23,40.0,GB,1984-07-23,M,2016-06-03,324 days
119,1738641,2017-07-23,40.0,GB,1984-07-23,M,2016-06-03,415 days
120,1781700,2017-03-17,29.19,Other,1989-10-14,M,2016-08-01,228 days
121,1784259,2017-03-28,18.1,Other,1990-03-12,F,2016-07-21,250 days
122,1792875,2016-11-13,17.82,DE,1968-04-18,F,2016-03-17,241 days
123,1792875,2016-12-18,18.18,DE,1968-04-18,F,2016-03-17,276 days
124,1792875,2017-01-20,17.88,DE,1968-04-18,F,2016-03-17,309 days
125,1792875,2017-03-05,17.54,DE,1968-04-18,F,2016-03-17,353 days
126,1792875,2017-04-21,17.87,DE,1968-04-18,F,2016-03-17,400 days
127,1792875,2017-06-11,18.76,DE,1968-04-18,F,2016-03-17,451 days
128,1792875,2017-07-14,19.48,DE,1968-04-18,F,2016-03-17,484 days
129,1792875,2017-08-21,18.34,DE,1968-04-18,F,2016-03-17,522 days
130,1816994,2017-04-07,20.0,GB,1976-07-24,M,2016-08-06,244 days
131,1816994,2017-06-20,20.0,GB,1976-07-24,M,2016-08-06,318 days
132,1816994,2017-09-07,20.0,GB,1976-07-24,M,2016-08-06,397 days
133,1829548,2017-02-03,11.68,Other,1984-09-26,F,2016-06-18,230 days
134,1829794,2017-01-04,11.68,Other,1992-03-19,F,2016-06-03,215 days
135,1829794,2017-07-11,11.81,Other,1992-03-19,F,2016-06-03,403 days
136,1831652,2017-02-07,20.0,GB,1983-04-05,M,2016-06-13,239 days
137,1831652,2017-04-02,30.0,GB,1983-04-05,M,2016-06-13,293 days
138,1831652,2017-04-07,20.0,GB,1983-04-05,M,2016-06-13,298 days
139,1832338,2017-04-20,20.0,GB,1964-07-04,F,2016-09-02,230 days
140,1832338,2017-08-06,20.0,GB,1964-07-04,F,2016-09-02,338 days
141,1832388,2017-01-03,17.05,DE,1991-06-25,M,2016-05-09,239 days
142,1832388,2017-06-27,21.95,DE,1991-06-25,M,2016-05-09,414 days
143,1833302,2017-01-23,20.0,GB,1961-12-29,F,2016-06-13,224 days
144,1833302,2017-02-23,20.0,GB,1961-12-29,F,2016-06-13,255 days
145,1833302,2017-03-27,20.0,GB,1961-12-29,F,2016-06-13,287 days
146,1836937,2017-03-10,17.82,DE,1985-03-27,F,2016-07-29,224 days
147,1838670,2016-10-13,18.95,FR,1982-12-03,F,2016-03-04,223 days
148,1840354,2016-12-30,17.05,DE,1975-12-29,F,2016-05-20,224 days
149,1840354,2017-06-19,17.56,DE,1975-12-29,F,2016-05-20,395 days
150,1860057,2017-01-24,18.76,FR,1985-06-12,M,2016-06-17,221 days
151,1862459,2016-12-05,11.68,Other,1981-12-29,M,2016-04-30,219 days
152,1870718,2016-10-13,30.0,GB,1992-07-06,M,2016-03-11,216 days
153,1871770,2016-11-20,18.76,FR,1983-06-29,M,2016-04-17,217 days
154,1875951,2017-03-29,20.0,GB,1980-09-15,F,2016-08-29,212 days
155,1875951,2017-03-30,20.0,GB,1980-09-15,F,2016-08-29,213 days
156,1875951,2017-04-02,20.0,GB,1980-09-15,F,2016-08-29,216 days
157,1875951,2017-04-21,20.0,GB,1980-09-15,F,2016-08-29,235 days
158,1875951,2017-04-27,20.0,GB,1980-09-15,F,2016-08-29,241 days
159,1875951,2017-05-07,20.0,GB,1980-09-15,F,2016-08-29,251 days
160,1875951,2017-05-11,20.0,GB,1980-09-15,F,2016-08-29,255 days
161,1875951,2017-05-25,20.0,GB,1980-09-15,F,2016-08-29,269 days
162,1898372,2016-12-03,1070.0,GB,1991-11-04,M,2016-05-02,215 days
163,1898372,2016-12-06,20.0,GB,1991-11-04,M,2016-05-02,218 days
164,1898372,2016-12-07,20.0,GB,1991-11-04,M,2016-05-02,219 days
165,1905665,2017-02-04,17.05,DE,1977-06-16,F,2016-07-20,199 days
166,1905665,2017-08-02,17.47,DE,1977-06-16,F,2016-07-20,378 days
167,1905665,2017-08-06,17.56,DE,1977-06-16,F,2016-07-20,382 days
168,1905665,2017-09-13,17.91,DE,1977-06-16,F,2016-07-20,420 days
169,1907382,2016-12-26,52.52,FR,1982-11-02,F,2016-05-24,216 days
170,1909115,2016-11-27,11.68,Other,1973-04-01,F,2016-05-01,210 days
171,1909115,2017-01-19,12.4,Other,1973-04-01,F,2016-05-01,263 days
172,1909115,2017-01-27,12.4,Other,1973-04-01,F,2016-05-01,271 days
173,1909115,2017-05-07,14.42,Other,1973-04-01,F,2016-05-01,371 days
174,1909115,2017-05-28,14.76,Other,1973-04-01,F,2016-05-01,392 days
175,1909867,2017-02-26,20.0,GB,1988-05-17,M,2016-07-22,219 days
176,1914253,2017-03-31,20.0,GB,1997-05-23,M,2016-08-21,222 days
177,1915977,2017-01-16,17.05,US,1995-12-05,M,2016-06-08,222 days
178,1920020,2017-01-27,20.0,GB,1997-01-16,F,2016-06-19,222 days
179,1938362,2017-02-10,20.0,GB,1986-12-01,M,2016-07-23,202 days
180,1938362,2017-03-09,20.0,GB,1986-12-01,M,2016-07-23,229 days
181,1938362,2017-03-25,20.0,GB,1986-12-01,M,2016-07-23,245 days
182,1938362,2017-07-03,20.0,GB,1986-12-01,M,2016-07-23,345 days
183,1938362,2017-08-29,20.0,GB,1986-12-01,M,2016-07-23,402 days
184,1962310,2017-01-24,17.05,US,1996-12-26,M,2016-07-17,191 days
185,1978033,2016-11-06,20.0,GB,1983-09-11,F,2016-04-24,196 days
186,1978075,2017-01-11,20.0,GB,1978-07-26,F,2016-07-08,187 days
187,1978075,2017-05-19,20.0,GB,1978-07-26,F,2016-07-08,315 days
188,1978075,2017-06-26,30.0,GB,1978-07-26,F,2016-07-08,353 days
189,1978075,2017-06-28,100.0,GB,1978-07-26,F,2016-07-08,355 days
190,1978075,2017-07-01,50.0,GB,1978-07-26,F,2016-07-08,358 days
191,1978075,2017-07-02,90.0,GB,1978-07-26,F,2016-07-08,359 days
192,1978075,2017-07-05,20.0,GB,1978-07-26,F,2016-07-08,362 days
193,1978075,2017-07-06,50.0,GB,1978-07-26,F,2016-07-08,363 days
194,1978075,2017-07-07,60.0,GB,1978-07-26,F,2016-07-08,364 days
195,1978075,2017-07-08,120.0,GB,1978-07-26,F,2016-07-08,365 days
196,1978075,2017-07-10,20.0,GB,1978-07-26,F,2016-07-08,367 days
197,1978075,2017-07-12,20.0,GB,1978-07-26,F,2016-07-08,369 days
198,1978075,2017-07-14,20.0,GB,1978-07-26,F,2016-07-08,371 days
199,1978075,2017-07-15,20.0,GB,1978-07-26,F,2016-07-08,372 days
200,1978075,2017-07-20,40.0,GB,1978-07-26,F,2016-07-08,377 days
201,1980325,2016-11-09,50.0,GB,1988-03-13,M,2016-04-20,203 days
202,1980325,2016-11-10,50.0,GB,1988-03-13,M,2016-04-20,204 days
203,1980325,2016-11-11,20.0,GB,1988-03-13,M,2016-04-20,205 days
204,1980325,2016-11-12,20.0,GB,1988-03-13,M,2016-04-20,206 days
205,1980325,2017-08-19,20.0,GB,1988-03-13,M,2016-04-20,486 days
206,1984531,2017-03-01,11.68,Other,1973-11-01,M,2016-08-30,183 days
207,1984574,2016-10-26,20.0,GB,1991-07-04,M,2016-04-07,202 days
208,1984574,2017-07-12,20.0,GB,1991-07-04,M,2016-04-07,461 days
209,1985150,2016-12-01,20.0,GB,1980-05-14,M,2016-05-19,196 days
210,1985299,2016-09-26,17.05,Other,1987-03-02,M,2016-03-27,183 days
211,1985299,2016-10-28,17.16,Other,1987-03-02,M,2016-03-27,215 days
212,1985420,2017-04-07,20.0,GB,1947-08-22,M,2016-09-09,210 days
213,1995887,2016-12-02,17.05,Other,1978-08-16,M,2016-05-23,193 days
214,1995887,2017-05-25,50.91,Other,1978-08-16,M,2016-05-23,367 days
215,1997444,2016-11-15,17.05,Other,1986-07-22,F,2016-04-23,206 days
216,1997444,2017-05-10,17.56,Other,1986-07-22,F,2016-04-23,382 days
217,1997883,2017-03-26,30.0,GB,1982-07-02,M,2016-09-23,184 days
218,1999950,2016-10-24,25.0,GB,1984-07-23,M,2016-04-10,197 days
219,2000334,2016-12-08,151.0,GB,1985-05-03,F,2016-05-19,203 days
220,2000801,2017-03-14,20.0,GB,1967-12-07,M,2016-08-20,206 days
221,2000801,2017-09-23,20.0,GB,1967-12-07,M,2016-08-20,399 days
222,2003057,2017-03-14,17.05,US,1977-01-02,M,2016-08-29,197 days
223,2005655,2017-03-21,17.05,Other,1988-12-12,M,2016-09-10,192 days
224,2008767,2016-11-02,22.27,DE,1980-11-21,M,2016-05-05,181 days
225,2011718,2017-02-19,370.0,GB,1982-10-29,F,2016-07-31,203 days
226,2011718,2017-02-20,50.0,GB,1982-10-29,F,2016-07-31,204 days
227,2011718,2017-02-21,300.0,GB,1982-10-29,F,2016-07-31,205 days
228,2011718,2017-02-22,120.0,GB,1982-10-29,F,2016-07-31,206 days
229,2011718,2017-03-07,30.0,GB,1982-10-29,F,2016-07-31,219 days
230,2011718,2017-03-10,30.0,GB,1982-10-29,F,2016-07-31,222 days
231,2011718,2017-03-16,25.0,GB,1982-10-29,F,2016-07-31,228 days
232,2011718,2017-03-19,1190.0,GB,1982-10-29,F,2016-07-31,231 days
233,2011718,2017-03-20,60.0,GB,1982-10-29,F,2016-07-31,232 days
234,2011718,2017-03-21,30.0,GB,1982-10-29,F,2016-07-31,233 days
235,2011718,2017-03-23,20.0,GB,1982-10-29,F,2016-07-31,235 days
236,2011718,2017-04-21,310.0,GB,1982-10-29,F,2016-07-31,264 days
237,2016940,2017-01-16,20.0,GB,1990-07-26,M,2016-06-27,203 days
238,2025406,2016-11-13,20.0,GB,1988-11-13,F,2016-05-10,187 days
239,2025406,2016-11-16,60.0,GB,1988-11-13,F,2016-05-10,190 days
240,2025406,2016-11-26,140.0,GB,1988-11-13,F,2016-05-10,200 days
241,2025406,2017-01-08,120.0,GB,1988-11-13,F,2016-05-10,243 days
242,2025406,2017-03-24,20.0,GB,1988-11-13,F,2016-05-10,318 days
243,2025406,2017-05-07,100.0,GB,1988-11-13,F,2016-05-10,362 days
244,2025406,2017-06-19,20.0,GB,1988-11-13,F,2016-05-10,405 days
245,2025406,2017-07-18,40.0,GB,1988-11-13,F,2016-05-10,434 days
246,2028366,2017-04-17,17.05,DE,1983-09-23,M,2016-09-28,201 days
247,2034938,2017-05-06,20.0,GB,1985-12-24,F,2016-10-19,199 days
248,2034938,2017-05-10,20.0,GB,1985-12-24,F,2016-10-19,203 days
249,2034938,2017-05-14,20.0,GB,1985-12-24,F,2016-10-19,207 days
250,2034938,2017-05-22,20.0,GB,1985-12-24,F,2016-10-19,215 days
251,2034938,2017-05-24,20.0,GB,1985-12-24,F,2016-10-19,217 days
252,2034938,2017-06-03,50.0,GB,1985-12-24,F,2016-10-19,227 days
253,2034938,2017-06-04,50.0,GB,1985-12-24,F,2016-10-19,228 days
254,2034938,2017-06-08,80.0,GB,1985-12-24,F,2016-10-19,232 days
255,2034938,2017-06-09,20.0,GB,1985-12-24,F,2016-10-19,233 days
256,2042702,2017-04-07,17.05,DE,1955-07-04,M,2016-10-06,183 days
257,2043772,2017-01-05,17.05,DE,1982-04-29,F,2016-06-21,198 days
258,2055007,2017-03-28,48.27,Other,1963-03-21,F,2016-09-15,194 days
259,2055007,2017-04-25,36.51,Other,1963-03-21,F,2016-09-15,222 days
260,2055007,2017-04-26,36.51,Other,1963-03-21,F,2016-09-15,223 days
261,2055007,2017-05-27,69.87,Other,1963-03-21,F,2016-09-15,254 days
262,2055007,2017-05-29,30.38,Other,1963-03-21,F,2016-09-15,256 days
263,2055007,2017-05-30,12.15,Other,1963-03-21,F,2016-09-15,257 days
264,2055007,2017-06-12,11.98,Other,1963-03-21,F,2016-09-15,270 days
265,2055007,2017-06-18,14.98,Other,1963-03-21,F,2016-09-15,276 days
266,2055007,2017-06-24,11.98,Other,1963-03-21,F,2016-09-15,282 days
267,2063036,2016-12-15,20.0,GB,1974-12-26,F,2016-06-21,177 days
268,2087613,2017-01-18,11.68,Other,1980-11-27,F,2016-07-09,193 days
269,2088269,2017-02-01,17.05,DE,1964-05-23,F,2016-08-10,175 days
270,2088468,2017-05-01,11.68,Other,1975-02-04,F,2016-10-24,189 days
271,2088598,2017-01-20,20.0,GB,1985-07-15,F,2016-07-26,178 days
272,2091524,2017-01-07,11.68,Other,1988-05-07,M,2016-07-09,182 days
273,2098285,2017-03-21,20.0,GB,1982-11-27,F,2016-09-20,182 days
274,2098285,2017-08-06,20.0,GB,1982-11-27,F,2016-09-20,320 days
275,2100379,2016-12-22,17.05,Other,1992-01-25,M,2016-06-25,180 days
276,2106398,2017-01-04,18.76,FR,1963-09-18,M,2016-07-17,171 days
277,2109393,2016-12-21,20.0,GB,1976-07-12,F,2016-06-26,178 days
278,2109393,2016-12-23,20.0,GB,1976-07-12,F,2016-06-26,180 days
279,2109393,2016-12-24,20.0,GB,1976-07-12,F,2016-06-26,181 days
280,2109393,2017-01-19,20.0,GB,1976-07-12,F,2016-06-26,207 days
281,2109393,2017-02-26,20.0,GB,1976-07-12,F,2016-06-26,245 days
282,2109393,2017-04-17,20.0,GB,1976-07-12,F,2016-06-26,295 days
283,2109393,2017-05-06,20.0,GB,1976-07-12,F,2016-06-26,314 days
284,2109393,2017-07-05,20.0,GB,1976-07-12,F,2016-06-26,374 days
285,2109393,2017-08-09,20.0,GB,1976-07-12,F,2016-06-26,409 days
286,2114939,2016-11-07,56.27,FR,1989-02-12,M,2016-05-07,184 days
287,2114939,2016-11-09,23.45,FR,1989-02-12,M,2016-05-07,186 days
288,2114939,2016-11-11,24.09,FR,1989-02-12,M,2016-05-07,188 days
289,2114939,2016-11-17,24.09,FR,1989-02-12,M,2016-05-07,194 days
290,2114939,2016-11-18,30.84,FR,1989-02-12,M,2016-05-07,195 days
291,2114939,2016-11-19,43.37,FR,1989-02-12,M,2016-05-07,196 days
292,2114939,2016-11-21,19.28,FR,1989-02-12,M,2016-05-07,198 days
293,2114939,2016-12-03,24.09,FR,1989-02-12,M,2016-05-07,210 days
294,2114939,2017-01-13,22.21,FR,1989-02-12,M,2016-05-07,251 days
295,2114939,2017-03-20,18.42,FR,1989-02-12,M,2016-05-07,317 days
296,2114939,2017-06-15,29.9,FR,1989-02-12,M,2016-05-07,404 days
297,2114981,2016-10-08,17.05,US,1992-05-13,M,2016-05-03,158 days
298,2120371,2017-04-03,18.76,FR,1975-03-22,M,2016-10-16,169 days
299,2122510,2017-03-01,20.0,GB,1969-07-02,F,2016-09-07,175 days
300,2127797,2017-03-30,20.0,GB,1988-07-12,F,2016-10-15,166 days
301,2127797,2017-05-14,20.0,GB,1988-07-12,F,2016-10-15,211 days
302,2127797,2017-05-17,20.0,GB,1988-07-12,F,2016-10-15,214 days
303,2127797,2017-06-07,20.0,GB,1988-07-12,F,2016-10-15,235 days
304,2127797,2017-08-07,20.0,GB,1988-07-12,F,2016-10-15,296 days
305,2127797,2017-08-08,20.0,GB,1988-07-12,F,2016-10-15,297 days
306,2127797,2017-08-11,20.0,GB,1988-07-12,F,2016-10-15,300 days
307,2127797,2017-08-12,20.0,GB,1988-07-12,F,2016-10-15,301 days
308,2127797,2017-08-14,20.0,GB,1988-07-12,F,2016-10-15,303 days
309,2127797,2017-08-15,20.0,GB,1988-07-12,F,2016-10-15,304 days
310,2127797,2017-08-17,20.0,GB,1988-07-12,F,2016-10-15,306 days
311,2127797,2017-08-18,20.0,GB,1988-07-12,F,2016-10-15,307 days
312,2139284,2017-04-17,25.0,GB,1978-01-04,M,2016-11-02,166 days
313,2149244,2016-12-09,18.76,FR,1981-01-02,F,2016-06-26,166 days
314,2149244,2016-12-15,56.27,FR,1981-01-02,F,2016-06-26,172 days
315,2149863,2017-05-05,20.0,GB,1997-10-23,M,2016-11-05,181 days
316,2153441,2017-04-12,20.0,GB,1982-09-13,F,2016-10-15,179 days
317,2157270,2017-03-01,17.82,DE,1978-09-20,M,2016-09-25,157 days
318,2157848,2016-12-11,17.05,DE,1960-02-09,F,2016-06-14,180 days
319,2165883,2017-04-08,17.05,DE,1982-04-07,M,2016-10-19,171 days
320,2165883,2017-04-12,17.05,DE,1982-04-07,M,2016-10-19,175 days
321,2165883,2017-04-21,17.16,DE,1982-04-07,M,2016-10-19,184 days
322,2166080,2017-04-12,17.05,US,1994-07-18,M,2016-10-16,178 days
323,2166080,2017-05-23,17.09,US,1994-07-18,M,2016-10-16,219 days
324,2171075,2017-01-06,20.0,GB,1981-05-16,M,2016-07-15,175 days
325,2179532,2017-03-26,20.0,GB,1985-07-16,F,2016-10-25,152 days
326,2181012,2017-02-28,17.05,Other,1993-01-11,M,2016-09-08,173 days
327,2181012,2017-03-13,42.91,Other,1993-01-11,M,2016-09-08,186 days
328,2181012,2017-04-06,17.09,Other,1993-01-11,M,2016-09-08,210 days
329,2181012,2017-04-19,21.36,Other,1993-01-11,M,2016-09-08,223 days
330,2181012,2017-06-15,21.11,Other,1993-01-11,M,2016-09-08,280 days
331,2210234,2016-11-20,20.0,GB,1989-07-22,F,2016-06-21,152 days
332,2210234,2016-11-21,70.0,GB,1989-07-22,F,2016-06-21,153 days
333,2210234,2016-12-12,50.0,GB,1989-07-22,F,2016-06-21,174 days
334,2210234,2016-12-16,50.0,GB,1989-07-22,F,2016-06-21,178 days
335,2210234,2016-12-22,100.0,GB,1989-07-22,F,2016-06-21,184 days
336,2210234,2016-12-24,200.0,GB,1989-07-22,F,2016-06-21,186 days
337,2210234,2017-01-29,40.0,GB,1989-07-22,F,2016-06-21,222 days
338,2214220,2016-12-19,17.05,DE,1978-09-01,M,2016-07-07,165 days
339,2215688,2016-11-08,17.05,Other,1969-05-16,M,2016-06-02,159 days
340,2216504,2016-11-25,18.76,FR,1984-10-14,M,2016-06-13,165 days
341,2218115,2016-11-13,17.82,DE,1967-09-28,F,2016-05-24,173 days
342,2218115,2016-11-19,18.18,DE,1967-09-28,F,2016-05-24,179 days
343,2218115,2016-12-10,18.18,DE,1967-09-28,F,2016-05-24,200 days
344,2218115,2017-01-07,35.77,DE,1967-09-28,F,2016-05-24,228 days
345,2218476,2017-01-28,17.82,DE,1979-09-19,F,2016-08-09,172 days
346,2218476,2017-02-01,35.63,DE,1979-09-19,F,2016-08-09,176 days
347,2220470,2016-12-22,50.0,GB,1980-03-08,F,2016-07-10,165 days
